Q_SUBPART_LEVEL_INFORMATION.FACILITY_ID,Q_SUBPART_LEVEL_INFORMATION.REPORTING_YEAR,Q_SUBPART_LEVEL_INFORMATION.GHG_NAME,Q_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
1004453,2016,Methane,0
1004453,2016,Nitrous Oxide,0
1004453,2016,Carbon Dioxide,10946.8
1004434,2016,Methane,0
1004458,2012,Carbon Dioxide,1047659
1004509,2015,Nitrous Oxide,0
1004493,2010,Biogenic Carbon dioxide,0
1004493,2010,Carbon Dioxide,25202
1004458,2015,Carbon Dioxide,898119
1004458,2016,Methane,0
1004511,2013,Methane,.1
1004511,2014,Carbon Dioxide,14823.5
1004511,2015,Nitrous Oxide,.015
1005144,2010,Biogenic Carbon dioxide,0
1005144,2011,Biogenic Carbon dioxide,0
1005144,2012,Biogenic Carbon dioxide,0
1005294,2012,Nitrous Oxide,0
1005116,2011,Biogenic Carbon dioxide,0
1005116,2011,Nitrous Oxide,0
1005144,2015,Biogenic Carbon dioxide,0
1005144,2015,Nitrous Oxide,0
1005144,2015,Carbon Dioxide,88812.6
1005144,2016,Biogenic Carbon dioxide,0
1005025,2015,Nitrous Oxide,.067
1005116,2014,Methane,0
1005003,2010,Biogenic Carbon dioxide,0
1005116,2016,Nitrous Oxide,0
1005190,2010,Methane,0
1005190,2013,Methane,0
1005283,2014,Methane,0
1005283,2015,Nitrous Oxide,0
1005283,2015,Carbon Dioxide,99190.1
1005163,2010,Nitrous Oxide,0
1005163,2010,Carbon Dioxide,153129.8
1005163,2014,Biogenic Carbon dioxide,0
1005163,2016,Carbon Dioxide,146985.2
1005294,2010,Nitrous Oxide,0
1004151,2014,Biogenic Carbon dioxide,0
1004151,2015,Methane,.26
1004151,2016,Biogenic Carbon dioxide,0
1004152,2014,Biogenic Carbon dioxide,0
1004152,2014,Methane,0
1004152,2014,Nitrous Oxide,0
1004152,2015,Methane,0
1004411,2014,Methane,0
1005344,2010,Biogenic Carbon dioxide,0
1005344,2010,Nitrous Oxide,0
1005344,2010,Carbon Dioxide,78031.3
1005021,2011,Biogenic Carbon dioxide,0
1005276,2010,Biogenic Carbon dioxide,0
1005303,2012,Nitrous Oxide,0
1004729,2010,Methane,0
1005021,2014,Methane,0
1005021,2015,Methane,0
1005303,2013,Nitrous Oxide,0
1004729,2014,Nitrous Oxide,0
1004729,2014,Carbon Dioxide,41897.4
1005276,2012,Carbon Dioxide,168525
1005294,2013,Methane,0
1005294,2013,Carbon Dioxide,271255.1
1005346,2013,Nitrous Oxide,0
1005346,2013,Carbon Dioxide,73419.1
1005346,2014,Carbon Dioxide,42820.6
1005298,2010,Nitrous Oxide,0
1005298,2013,Carbon Dioxide,13209
1005602,2011,Methane,0
1005602,2011,Carbon Dioxide,60246
1005602,2012,Biogenic Carbon dioxide,0
1005584,2012,Biogenic Carbon dioxide,0
1005584,2012,Nitrous Oxide,0
1005752,2010,Biogenic Carbon dioxide,0
1005752,2011,Biogenic Carbon dioxide,0
1005584,2013,Carbon Dioxide,715668
1005602,2015,Methane,0
1005602,2016,Carbon Dioxide,126128.4
1005515,2010,Biogenic Carbon dioxide,0
1005515,2011,Nitrous Oxide,0
1005515,2012,Biogenic Carbon dioxide,0
1005515,2016,Methane,0
1005423,2013,Carbon Dioxide,1521.2
1005423,2016,Nitrous Oxide,0
1005423,2016,Carbon Dioxide,666.7
1005832,2013,Methane,.18
1005832,2014,Biogenic Carbon dioxide,0
1006159,2012,Methane,0
1005832,2015,Biogenic Carbon dioxide,0
1006159,2013,Biogenic Carbon dioxide,0
1005800,2010,Methane,0
1006159,2016,Biogenic Carbon dioxide,0
1005800,2011,Nitrous Oxide,0
1005800,2012,Methane,0
1005800,2013,Carbon Dioxide,12846.8
1005800,2016,Biogenic Carbon dioxide,0
1005801,2013,Biogenic Carbon dioxide,0
1005801,2016,Biogenic Carbon dioxide,0
1006144,2012,Nitrous Oxide,.009
1005976,2013,Nitrous Oxide,0
1006144,2014,Biogenic Carbon dioxide,0
1005777,2010,Biogenic Carbon dioxide,0
1005976,2016,Nitrous Oxide,0
1005752,2015,Methane,0
1005755,2012,Carbon Dioxide,30018
1005700,2011,Nitrous Oxide,0
1005700,2011,Carbon Dioxide,184098
1005755,2014,Biogenic Carbon dioxide,0
1005700,2013,Methane,0
1005755,2016,Nitrous Oxide,0
1006269,2013,Nitrous Oxide,0
1006269,2014,Nitrous Oxide,0
1006341,2013,Nitrous Oxide,.011
1006325,2011,Methane,0
1006325,2013,Nitrous Oxide,0
1006436,2012,Biogenic Carbon dioxide,0
1006325,2014,Methane,0
1006325,2014,Nitrous Oxide,0
1006325,2015,Biogenic Carbon dioxide,0
1006875,2013,Biogenic Carbon dioxide,0
1006875,2014,Methane,0
1006708,2010,Nitrous Oxide,0
1006708,2013,Biogenic Carbon dioxide,0
1006708,2015,Nitrous Oxide,0
1006708,2016,Biogenic Carbon dioxide,0
1006972,2010,Biogenic Carbon dioxide,0
1006972,2011,Biogenic Carbon dioxide,0
1006530,2012,Biogenic Carbon dioxide,0
1006530,2012,Methane,0
1006972,2015,Nitrous Oxide,0
1006530,2013,Carbon Dioxide,34411
1006530,2014,Methane,0
1006875,2011,Methane,.01
1006530,2015,Methane,0
1006530,2015,Nitrous Oxide,0
1006530,2016,Biogenic Carbon dioxide,0
1006530,2016,Carbon Dioxide,49006.5
1007287,2011,Nitrous Oxide,0
1007287,2012,Biogenic Carbon dioxide,0
1007287,2013,Methane,0
1007287,2016,Biogenic Carbon dioxide,0
1006585,2012,Biogenic Carbon dioxide,0
1006585,2012,Carbon Dioxide,6727.5
1006901,2012,Biogenic Carbon dioxide,0
1006901,2013,Methane,0
1006901,2014,Methane,0
1006901,2016,Methane,0
1006585,2016,Nitrous Oxide,0
1006906,2010,Biogenic Carbon dioxide,0
1006906,2011,Methane,0
1006906,2011,Carbon Dioxide,47638
1007348,2015,Nitrous Oxide,0
1007348,2016,Methane,0
1007392,2010,Biogenic Carbon dioxide,0
1007392,2011,Carbon Dioxide,112078
1007392,2015,Carbon Dioxide,73969.5
1007392,2016,Methane,.4
1007348,2011,Carbon Dioxide,23883
1007348,2014,Nitrous Oxide,0
1007642,2010,Carbon Dioxide,174024
1007642,2012,Biogenic Carbon dioxide,0
1007642,2012,Nitrous Oxide,.041
1007642,2016,Nitrous Oxide,.043
1007642,2016,Carbon Dioxide,155552
1007921,2011,Methane,0
1007921,2011,Nitrous Oxide,0
1007921,2016,Methane,0
1007866,2013,Methane,0
1007866,2014,Biogenic Carbon dioxide,0
1008735,2014,Carbon Dioxide,7065.8
1008735,2015,Nitrous Oxide,0
1008735,2016,Carbon Dioxide,6411.3
1007620,2011,Biogenic Carbon dioxide,0
1007620,2012,Carbon Dioxide,1168
1007620,2016,Biogenic Carbon dioxide,0
1003507,2013,Methane,0
1003507,2016,Nitrous Oxide,0
1003507,2016,Carbon Dioxide,15733.3
1003577,2010,Biogenic Carbon dioxide,0
1003577,2012,Nitrous Oxide,0
1003577,2013,Carbon Dioxide,5721
1003688,2010,Biogenic Carbon dioxide,0
1003688,2011,Methane,0
1003688,2015,Methane,0
1003668,2011,Biogenic Carbon dioxide,0
1003668,2011,Methane,0
1003668,2011,Carbon Dioxide,92090.2
1003668,2013,Carbon Dioxide,79509.4
1003668,2015,Biogenic Carbon dioxide,0
1003669,2010,Methane,0
1003669,2013,Biogenic Carbon dioxide,0
1003669,2014,Carbon Dioxide,215289.6
1003669,2016,Carbon Dioxide,233486.5
1003799,2011,Biogenic Carbon dioxide,0
1003799,2013,Biogenic Carbon dioxide,0
1003799,2013,Carbon Dioxide,121032
1003799,2015,Biogenic Carbon dioxide,0
1003799,2016,Carbon Dioxide,54713.7
1003860,2011,Carbon Dioxide,176351
1003860,2012,Methane,0
1003860,2015,Biogenic Carbon dioxide,0
1003965,2010,Nitrous Oxide,0
1003965,2011,Biogenic Carbon dioxide,0
1003965,2012,Carbon Dioxide,26383.1
1007946,2010,Carbon Dioxide,91643.8
1007946,2012,Carbon Dioxide,90885
1007946,2013,Methane,.12
1007695,2012,Carbon Dioxide,113383.9
1007695,2013,Carbon Dioxide,110337
1007695,2014,Methane,.25
1007946,2014,Biogenic Carbon dioxide,0
1007577,2012,Biogenic Carbon dioxide,0
1012352,2016,Biogenic Carbon dioxide,0
1012625,2016,Carbon Dioxide,157612.2
1011726,2013,Carbon Dioxide,910.5
1011726,2014,Methane,0
1010925,2012,Biogenic Carbon dioxide,0
1010925,2014,Carbon Dioxide,4736
1010766,2014,Carbon Dioxide,67167
1000177,2010,Biogenic Carbon dioxide,0
1000177,2010,Methane,0
1000233,2010,Methane,.01
1002769,2013,Biogenic Carbon dioxide,0
1004151,2011,Methane,.26
1004151,2011,Nitrous Oxide,.026
1005276,2016,Methane,0
1003962,2012,Biogenic Carbon dioxide,0
1005536,2011,Nitrous Oxide,0
1000156,2012,Carbon Dioxide,1761750.2
1000233,2012,Biogenic Carbon dioxide,0
1003962,2013,Carbon Dioxide,2787969.9
1007577,2015,Nitrous Oxide,0
1000156,2014,Methane,.04
1007177,2014,Methane,.03
1007177,2014,Nitrous Oxide,.134
1007177,2014,Carbon Dioxide,741653.7
1006708,2014,Nitrous Oxide,0
1005976,2012,Carbon Dioxide,212470.5
1000588,2014,Carbon Dioxide,1095776
1000124,2014,Carbon Dioxide,38806.8
1001563,2013,Carbon Dioxide,9664.1
1003799,2010,Biogenic Carbon dioxide,0
1004036,2012,Nitrous Oxide,0
1000274,2013,Methane,.18
1005777,2012,Methane,215.48
1004811,2012,Biogenic Carbon dioxide,0
1004811,2012,Methane,0
1005777,2014,Nitrous Oxide,.019
1005615,2010,Methane,.04
1005598,2010,Biogenic Carbon dioxide,0
1005614,2010,Biogenic Carbon dioxide,0
1005615,2014,Nitrous Oxide,.04
1001563,2014,Methane,.09
1005614,2011,Methane,.05
1005276,2013,Biogenic Carbon dioxide,0
1005276,2013,Nitrous Oxide,0
1000418,2016,Methane,.05
1005190,2015,Carbon Dioxide,34164.1
1003669,2015,Nitrous Oxide,0
1003902,2016,Nitrous Oxide,0
1000233,2016,Carbon Dioxide,323428.2
1005800,2015,Biogenic Carbon dioxide,0
1005777,2016,Methane,.14
1006041,2010,Nitrous Oxide,.434
1002621,2010,Carbon Dioxide,48100.5
1005003,2015,Methane,0
1005777,2015,Methane,.16
1000233,2015,Methane,.03
1000233,2014,Carbon Dioxide,700701.4
1000159,2011,Nitrous Oxide,.01
1004259,2013,Nitrous Oxide,0
1004411,2013,Nitrous Oxide,0
1001699,2015,Biogenic Carbon dioxide,0
1001699,2015,Nitrous Oxide,0
1003474,2010,Methane,0
1006041,2013,Biogenic Carbon dioxide,0
1004036,2010,Methane,0
1004036,2010,Nitrous Oxide,0
1003962,2011,Biogenic Carbon dioxide,0
1000418,2012,Biogenic Carbon dioxide,0
1004811,2011,Carbon Dioxide,66110.8
1000159,2012,Biogenic Carbon dioxide,0
1004411,2010,Biogenic Carbon dioxide,0
1000330,2010,Methane,0
1005536,2010,Methane,0
1001834,2012,Methane,.12
1001618,2011,Carbon Dioxide,227930.6
1008735,2012,Carbon Dioxide,20270
1000330,2011,Carbon Dioxide,35791.8
1001103,2011,Nitrous Oxide,0
1002621,2011,Biogenic Carbon dioxide,0
1002958,2011,Biogenic Carbon dioxide,0
1002958,2011,Carbon Dioxide,278617
1004434,2012,Biogenic Carbon dioxide,0
1006436,2011,Methane,0
1005163,2011,Biogenic Carbon dioxide,0
1005298,2011,Methane,0
1006972,2012,Methane,0
1006144,2011,Biogenic Carbon dioxide,0
1006144,2011,Nitrous Oxide,0
1005423,2011,Carbon Dioxide,2956.9
1011726,2011,Biogenic Carbon dioxide,0
1000029,2011,Nitrous Oxide,0
1000029,2013,Biogenic Carbon dioxide,0
1000029,2014,Biogenic Carbon dioxide,0
1000029,2015,Biogenic Carbon dioxide,0
1000235,2014,Carbon Dioxide,6425
1000235,2010,Biogenic Carbon dioxide,0
1000235,2011,Biogenic Carbon dioxide,0
1000330,2012,Biogenic Carbon dioxide,0
1000330,2013,Biogenic Carbon dioxide,0
1000394,2012,Nitrous Oxide,0
1000394,2014,Nitrous Oxide,0
1000399,2010,Methane,0
1000399,2013,Nitrous Oxide,0
1000714,2011,Biogenic Carbon dioxide,0
1000714,2012,Carbon Dioxide,6199
1000714,2015,Methane,0
1000714,2015,Carbon Dioxide,40181
1000802,2010,Nitrous Oxide,.028
1000802,2012,Biogenic Carbon dioxide,0
1000802,2014,Methane,.76
1000802,2015,Nitrous Oxide,.057
1000802,2016,Biogenic Carbon dioxide,0
1001103,2012,Carbon Dioxide,26841
1001103,2015,Nitrous Oxide,0
1001103,2015,Carbon Dioxide,28202
1001621,2013,Carbon Dioxide,1376884.7
1001673,2014,Methane,0
1001673,2014,Nitrous Oxide,0
1001673,2015,Biogenic Carbon dioxide,0
1001673,2015,Nitrous Oxide,0
1001699,2012,Biogenic Carbon dioxide,0
1001699,2012,Carbon Dioxide,38935
1001699,2013,Carbon Dioxide,33341
1001669,2011,Carbon Dioxide,29660
1001669,2014,Nitrous Oxide,0
1001673,2012,Nitrous Oxide,0
1001958,2011,Nitrous Oxide,0
1001958,2014,Biogenic Carbon dioxide,0
1001958,2015,Methane,0
1001958,2016,Methane,0
1002147,2016,Methane,0
1002147,2016,Carbon Dioxide,183532.7
1002266,2010,Carbon Dioxide,317234.3
1002266,2011,Carbon Dioxide,290324.6
1002266,2013,Methane,.59
1002216,2011,Carbon Dioxide,33604
1002216,2013,Methane,0
1002216,2015,Carbon Dioxide,25651.4
1002621,2012,Methane,0
1002621,2014,Methane,0
1002768,2010,Biogenic Carbon dioxide,0
1002777,2016,Biogenic Carbon dioxide,0
1002777,2016,Carbon Dioxide,801961.8
1002768,2014,Nitrous Oxide,0
1002769,2010,Nitrous Oxide,0
1002769,2014,Nitrous Oxide,0
1002769,2016,Nitrous Oxide,0
1002958,2014,Carbon Dioxide,289139.2
1002958,2016,Biogenic Carbon dioxide,0
1002977,2013,Biogenic Carbon dioxide,0
1002977,2016,Nitrous Oxide,0
1003204,2011,Biogenic Carbon dioxide,0
1003204,2011,Methane,0
1003204,2012,Nitrous Oxide,0
1003204,2015,Methane,0
1003093,2010,Nitrous Oxide,0
1003093,2012,Carbon Dioxide,39951.5
1003052,2014,Methane,0
1003268,2012,Nitrous Oxide,0
1003268,2015,Biogenic Carbon dioxide,0
1003380,2010,Nitrous Oxide,.029
1003380,2011,Carbon Dioxide,23734.7
1003380,2012,Carbon Dioxide,8906.9
1003380,2013,Carbon Dioxide,7705.9
1003380,2014,Nitrous Oxide,.005
1003474,2015,Carbon Dioxide,104025.4
1003403,2010,Biogenic Carbon dioxide,0
1003403,2010,Carbon Dioxide,446376
1003457,2010,Biogenic Carbon dioxide,0
1003403,2013,Biogenic Carbon dioxide,0
1003403,2013,Methane,0
1003457,2013,Biogenic Carbon dioxide,0
1003457,2014,Methane,0
1003457,2016,Biogenic Carbon dioxide,0
1003403,2016,Methane,0
1003403,2016,Carbon Dioxide,441274
1003580,2011,Biogenic Carbon dioxide,0
1003580,2011,Methane,0
1003580,2013,Carbon Dioxide,25701
1003580,2014,Nitrous Oxide,0
1000124,2015,Carbon Dioxide,36245.5
1000274,2015,Methane,.74
1000418,2015,Biogenic Carbon dioxide,0
1005976,2015,Biogenic Carbon dioxide,0
1001834,2011,Nitrous Oxide,.422
1001834,2011,Carbon Dioxide,1506041.6
1006041,2016,Biogenic Carbon dioxide,0
1002903,2015,Biogenic Carbon dioxide,0
1000330,2014,Biogenic Carbon dioxide,0
1000156,2011,Methane,.21
1001563,2015,Biogenic Carbon dioxide,0
1001563,2015,Methane,.24
1005536,2015,Biogenic Carbon dioxide,0
1005536,2015,Carbon Dioxide,6232.9
1005598,2015,Methane,0
1005615,2015,Biogenic Carbon dioxide,0
1005976,2011,Nitrous Oxide,0
1000418,2013,Biogenic Carbon dioxide,0
1000418,2013,Nitrous Oxide,.799
1000124,2013,Nitrous Oxide,0
1000159,2013,Nitrous Oxide,.021
1000274,2016,Nitrous Oxide,.593
1001621,2016,Biogenic Carbon dioxide,0
1002903,2016,Biogenic Carbon dioxide,0
1001834,2010,Methane,.07
1000124,2010,Nitrous Oxide,0
1003981,2013,Carbon Dioxide,54985.1
1003965,2016,Biogenic Carbon dioxide,0
1004038,2011,Nitrous Oxide,0
1004038,2012,Carbon Dioxide,40823.6
1004038,2013,Biogenic Carbon dioxide,0
1004038,2013,Methane,0
1004038,2016,Carbon Dioxide,49573.8
1004259,2010,Methane,0
1004259,2014,Methane,0
1004616,2012,Carbon Dioxide,397252
1004616,2013,Methane,0
1004509,2010,Methane,0
1004509,2010,Carbon Dioxide,719418.9
1004616,2015,Carbon Dioxide,481094.2
1004434,2011,Carbon Dioxide,21213
1004434,2013,Nitrous Oxide,0
1004434,2014,Nitrous Oxide,0
1004215,2016,Nitrous Oxide,0
1004458,2011,Biogenic Carbon dioxide,0
1004458,2011,Methane,0
1004509,2016,Biogenic Carbon dioxide,0
1004493,2011,Carbon Dioxide,29144
1004493,2013,Biogenic Carbon dioxide,0
1004493,2013,Methane,0
1004493,2013,Carbon Dioxide,24301.8
1004458,2016,Nitrous Oxide,0
1004493,2016,Methane,0
1004493,2016,Nitrous Oxide,0
1004511,2012,Nitrous Oxide,0
1004511,2014,Methane,.1
1004511,2015,Carbon Dioxide,12390.8
1004511,2016,Nitrous Oxide,.018
1005294,2011,Biogenic Carbon dioxide,0
1005294,2011,Carbon Dioxide,297421.7
1005144,2011,Carbon Dioxide,462685
1005116,2011,Methane,0
1005144,2013,Methane,0
1005144,2013,Carbon Dioxide,632943.5
1005144,2014,Biogenic Carbon dioxide,0
1005144,2014,Carbon Dioxide,623385.5
1005144,2016,Carbon Dioxide,0
1005025,2014,Methane,.5
1005116,2013,Nitrous Oxide,0
1005116,2013,Carbon Dioxide,229589.3
1005190,2013,Biogenic Carbon dioxide,0
1005190,2013,Carbon Dioxide,56941
1005283,2011,Methane,0
1005283,2011,Nitrous Oxide,0
1005003,2012,Biogenic Carbon dioxide,0
1005003,2012,Methane,0
1005003,2012,Nitrous Oxide,0
1005003,2012,Carbon Dioxide,15004
1005283,2013,Biogenic Carbon dioxide,0
1005283,2015,Biogenic Carbon dioxide,0
1005003,2014,Biogenic Carbon dioxide,0
1005163,2012,Methane,0
1005163,2012,Nitrous Oxide,0
1005163,2012,Carbon Dioxide,180731.1
1005163,2014,Methane,0
1005163,2015,Methane,0
1005294,2010,Methane,0
1004151,2013,Biogenic Carbon dioxide,0
1004151,2016,Methane,.29
1004152,2010,Methane,0
1004152,2011,Carbon Dioxide,29603.8
1004152,2012,Biogenic Carbon dioxide,0
1004152,2014,Carbon Dioxide,26200.6
1004152,2016,Nitrous Oxide,0
1004411,2015,Nitrous Oxide,0
1004411,2016,Methane,0
1005021,2010,Carbon Dioxide,26737
1005303,2010,Methane,0
1005021,2012,Biogenic Carbon dioxide,0
1005021,2012,Methane,0
1005021,2013,Methane,0
1004729,2010,Carbon Dioxide,31670
1005344,2013,Methane,0
1005344,2016,Nitrous Oxide,0
1005346,2012,Methane,0
1005346,2012,Carbon Dioxide,52440.9
1005346,2013,Biogenic Carbon dioxide,0
1005294,2015,Biogenic Carbon dioxide,0
1005294,2016,Biogenic Carbon dioxide,0
1005294,2016,Carbon Dioxide,81406.6
1005346,2016,Biogenic Carbon dioxide,0
1005298,2012,Biogenic Carbon dioxide,0
1005298,2012,Nitrous Oxide,0
1005298,2012,Carbon Dioxide,19675
1005298,2015,Biogenic Carbon dioxide,0
1005298,2016,Biogenic Carbon dioxide,0
1005298,2016,Carbon Dioxide,18654.5
1005602,2013,Carbon Dioxide,102176
1005752,2010,Nitrous Oxide,0
1005752,2012,Biogenic Carbon dioxide,0
1005752,2012,Carbon Dioxide,59192
1005515,2015,Methane,0
1005598,2011,Methane,0
1005598,2011,Carbon Dioxide,578556.9
1005598,2012,Biogenic Carbon dioxide,0
1005423,2014,Biogenic Carbon dioxide,0
1005423,2014,Nitrous Oxide,0
1005423,2016,Methane,0
1006159,2012,Carbon Dioxide,484425.9
1006159,2015,Nitrous Oxide,0
1005800,2011,Carbon Dioxide,15538.3
1005800,2012,Biogenic Carbon dioxide,0
1005801,2013,Nitrous Oxide,0
1005801,2013,Carbon Dioxide,29239
1006144,2012,Methane,.09
1005976,2013,Carbon Dioxide,212107.7
1005976,2014,Methane,0
1006144,2016,Methane,.08
1005832,2010,Biogenic Carbon dioxide,0
1005832,2010,Carbon Dioxide,83054.3
1005832,2011,Biogenic Carbon dioxide,0
1005752,2013,Biogenic Carbon dioxide,0
1005752,2014,Carbon Dioxide,60725.5
1005752,2015,Nitrous Oxide,0
1005755,2010,Biogenic Carbon dioxide,0
1005755,2010,Methane,0
1005700,2012,Methane,0
1005700,2012,Nitrous Oxide,0
1005755,2014,Nitrous Oxide,0
1005700,2013,Biogenic Carbon dioxide,0
1005700,2015,Biogenic Carbon dioxide,0
1005755,2015,Nitrous Oxide,0
1005755,2016,Biogenic Carbon dioxide,0
1005700,2016,Nitrous Oxide,0
1006269,2011,Biogenic Carbon dioxide,0
1006269,2012,Carbon Dioxide,50149.7
1006269,2013,Carbon Dioxide,47991.2
1006341,2010,Nitrous Oxide,.011
1006341,2011,Nitrous Oxide,.012
1006341,2016,Nitrous Oxide,.014
1006325,2010,Nitrous Oxide,0
1006325,2010,Carbon Dioxide,88307
1006325,2015,Methane,0
1006325,2015,Carbon Dioxide,80888.7
1006325,2016,Biogenic Carbon dioxide,0
1006875,2014,Biogenic Carbon dioxide,0
1006875,2014,Nitrous Oxide,.001
1006875,2015,Nitrous Oxide,.005
1006708,2010,Carbon Dioxide,16363
1006530,2012,Nitrous Oxide,0
1006972,2013,Nitrous Oxide,0
1006972,2014,Nitrous Oxide,0
1006972,2015,Methane,0
1006530,2013,Biogenic Carbon dioxide,0
1007287,2010,Methane,0
1007287,2015,Methane,0
1006585,2010,Nitrous Oxide,0
1006901,2010,Carbon Dioxide,53687
1006901,2011,Nitrous Oxide,0
1006585,2012,Nitrous Oxide,0
1006901,2012,Nitrous Oxide,0
1006901,2012,Carbon Dioxide,49336
1006585,2013,Nitrous Oxide,0
1006901,2016,Nitrous Oxide,0
1007348,2015,Carbon Dioxide,30854.7
1007348,2016,Nitrous Oxide,0
1007392,2011,Biogenic Carbon dioxide,0
1007348,2010,Nitrous Oxide,0
1007392,2015,Biogenic Carbon dioxide,0
1007392,2016,Nitrous Oxide,.084
1007642,2011,Carbon Dioxide,329367
1007642,2013,Carbon Dioxide,318120
1007642,2014,Biogenic Carbon dioxide,0
1007642,2014,Carbon Dioxide,258002
1007921,2012,Carbon Dioxide,540312.8
1007921,2013,Biogenic Carbon dioxide,0
1007921,2014,Methane,0
1007921,2015,Methane,0
1007866,2012,Methane,0
1007866,2013,Nitrous Oxide,0
1007620,2010,Nitrous Oxide,0
1007620,2016,Methane,0
1007620,2016,Nitrous Oxide,0
1003507,2010,Biogenic Carbon dioxide,0
1003507,2010,Methane,0
1003577,2010,Carbon Dioxide,6824.8
1003577,2013,Nitrous Oxide,0
1003688,2013,Methane,0
1003688,2014,Carbon Dioxide,61599.1
1003668,2011,Nitrous Oxide,0
1003668,2014,Carbon Dioxide,86102.3
1003669,2010,Carbon Dioxide,314333
1003669,2012,Biogenic Carbon dioxide,0
1003669,2013,Carbon Dioxide,220921
1003799,2012,Nitrous Oxide,0
1003799,2014,Biogenic Carbon dioxide,0
1003799,2014,Carbon Dioxide,124965
1003799,2016,Nitrous Oxide,0
1003860,2012,Biogenic Carbon dioxide,0
1003860,2012,Carbon Dioxide,191876
1003902,2010,Methane,0
1003860,2010,Nitrous Oxide,0
1003962,2016,Carbon Dioxide,3738599.9
1003965,2013,Methane,0
1003965,2014,Nitrous Oxide,0
1007695,2010,Nitrous Oxide,.022
1007695,2011,Nitrous Oxide,.028
1007946,2012,Biogenic Carbon dioxide,0
1007946,2013,Nitrous Oxide,.012
1007695,2013,Methane,.33
1007695,2014,Carbon Dioxide,93229.6
1007946,2015,Carbon Dioxide,92099.5
1007695,2015,Biogenic Carbon dioxide,0
1007946,2016,Biogenic Carbon dioxide,0
1007946,2016,Methane,.12
1007577,2010,Nitrous Oxide,0
1007577,2011,Carbon Dioxide,56395.4
1007577,2013,Methane,0
1007577,2014,Biogenic Carbon dioxide,0
1007577,2014,Nitrous Oxide,0
1011242,2013,Methane,0
1012352,2016,Carbon Dioxide,1061.5
1011726,2012,Biogenic Carbon dioxide,0
1011726,2012,Nitrous Oxide,0
1010925,2011,Methane,0
1011726,2013,Methane,0
1011726,2015,Nitrous Oxide,0
1010925,2013,Carbon Dioxide,4380.6
1011726,2016,Nitrous Oxide,0
1011726,2016,Carbon Dioxide,586.9
1010763,2012,Methane,0
1010763,2012,Carbon Dioxide,788.6
1010763,2015,Carbon Dioxide,83408.9
1000177,2010,Nitrous Oxide,.019
1000233,2010,Nitrous Oxide,.034
1006972,2016,Nitrous Oxide,0
1006972,2016,Carbon Dioxide,7587.2
1001563,2016,Nitrous Oxide,.039
1001834,2014,Nitrous Oxide,.389
1005777,2013,Carbon Dioxide,86871.8
1004811,2013,Methane,0
1005536,2013,Carbon Dioxide,8438.5
1003962,2015,Carbon Dioxide,3169604.1
1007177,2015,Carbon Dioxide,615534.8
1005615,2013,Nitrous Oxide,.087
1002147,2014,Biogenic Carbon dioxide,0
1000588,2014,Biogenic Carbon dioxide,0
1001563,2013,Biogenic Carbon dioxide,0
1007620,2013,Carbon Dioxide,891
1004458,2010,Methane,0
1000274,2013,Carbon Dioxide,1332519.9
1005777,2012,Carbon Dioxide,72074.2
1003577,2014,Biogenic Carbon dioxide,0
1003577,2014,Nitrous Oxide,0
1001563,2012,Nitrous Oxide,.085
1001563,2010,Methane,236.84
1006436,2010,Carbon Dioxide,40050
1005423,2010,Methane,0
1005423,2010,Nitrous Oxide,0
1005598,2010,Nitrous Oxide,0
1005614,2010,Methane,.16
1005615,2014,Carbon Dioxide,275088.3
1004453,2014,Biogenic Carbon dioxide,0
1004453,2014,Methane,0
1004453,2014,Nitrous Oxide,0
1005614,2011,Nitrous Oxide,.011
1000418,2011,Methane,.5
1000233,2011,Biogenic Carbon dioxide,0
1005190,2015,Biogenic Carbon dioxide,0
1000124,2016,Biogenic Carbon dioxide,0
1005536,2016,Methane,0
1007177,2016,Methane,.04
1005800,2015,Nitrous Oxide,0
1003474,2016,Methane,0
1005003,2015,Nitrous Oxide,0
1003052,2010,Biogenic Carbon dioxide,0
1003052,2010,Methane,0
1003052,2010,Nitrous Oxide,0
1000588,2015,Biogenic Carbon dioxide,0
1001699,2014,Carbon Dioxide,18557.9
1004259,2013,Methane,0
1004036,2013,Nitrous Oxide,0
1004411,2013,Biogenic Carbon dioxide,0
1003474,2010,Biogenic Carbon dioxide,0
1006041,2013,Methane,.34
1004036,2010,Biogenic Carbon dioxide,0
1003962,2011,Carbon Dioxide,3095469.9
1004811,2011,Nitrous Oxide,0
1000159,2012,Nitrous Oxide,.012
1000159,2012,Carbon Dioxide,348247.7
1004151,2010,Biogenic Carbon dioxide,0
1004151,2010,Methane,.29
1005536,2014,Carbon Dioxide,8482
1005276,2014,Biogenic Carbon dioxide,0
1001834,2012,Nitrous Oxide,.542
1000399,2012,Biogenic Carbon dioxide,0
1003093,2011,Biogenic Carbon dioxide,0
1003268,2011,Nitrous Oxide,0
1003268,2011,Carbon Dioxide,28801
1004411,2011,Carbon Dioxide,80787.5
1004729,2012,Nitrous Oxide,0
1006436,2011,Biogenic Carbon dioxide,0
1006436,2011,Nitrous Oxide,0
1006436,2011,Carbon Dioxide,41166
1006159,2011,Carbon Dioxide,90157.9
1005298,2011,Nitrous Oxide,0
1005190,2012,Methane,0
1005801,2012,Methane,0
