Q_SUBPART_LEVEL_INFORMATION.FACILITY_ID,Q_SUBPART_LEVEL_INFORMATION.REPORTING_YEAR,Q_SUBPART_LEVEL_INFORMATION.GHG_NAME,Q_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
1005755,2010,Nitrous Oxide,0
1005755,2012,Methane,0
1005700,2014,Methane,0
1005700,2014,Carbon Dioxide,167738.8
1005755,2015,Methane,0
1005755,2016,Methane,0
1006269,2012,Nitrous Oxide,0
1006341,2010,Carbon Dioxide,54212.2
1006341,2013,Methane,.11
1006341,2014,Nitrous Oxide,.012
1006341,2016,Methane,.14
1006325,2010,Biogenic Carbon dioxide,0
1006325,2011,Biogenic Carbon dioxide,0
1006436,2012,Methane,0
1006436,2013,Nitrous Oxide,0
1006875,2015,Biogenic Carbon dioxide,0
1006708,2010,Methane,0
1006708,2011,Nitrous Oxide,0
1006530,2010,Methane,0
1006972,2010,Methane,0
1006530,2011,Biogenic Carbon dioxide,0
1006972,2014,Methane,0
1006530,2013,Nitrous Oxide,0
1006530,2014,Nitrous Oxide,0
1006530,2015,Carbon Dioxide,50093.3
1006530,2016,Methane,0
1007287,2011,Methane,0
1007287,2012,Carbon Dioxide,1153232.5
1007287,2014,Carbon Dioxide,1010627.4
1006585,2011,Methane,0
1006901,2010,Methane,0
1006901,2011,Methane,0
1006585,2013,Biogenic Carbon dioxide,0
1006585,2013,Methane,0
1006585,2014,Nitrous Oxide,0
1006585,2014,Carbon Dioxide,7365.8
1006585,2016,Biogenic Carbon dioxide,0
1006585,2016,Methane,0
1006585,2016,Carbon Dioxide,4985.3
1006906,2010,Nitrous Oxide,0
1006906,2012,Biogenic Carbon dioxide,0
1006906,2013,Methane,0
1006906,2013,Nitrous Oxide,0
1006906,2014,Biogenic Carbon dioxide,0
1006906,2014,Carbon Dioxide,39995
1006906,2015,Nitrous Oxide,0
1006906,2015,Carbon Dioxide,38209.5
1007348,2016,Carbon Dioxide,32073.7
1007392,2013,Biogenic Carbon dioxide,0
1007348,2010,Carbon Dioxide,20866
1007392,2016,Biogenic Carbon dioxide,0
1007348,2011,Nitrous Oxide,0
1007348,2012,Carbon Dioxide,26639
1007642,2014,Nitrous Oxide,.05
1008263,2012,Carbon Dioxide,4504.3
1007642,2015,Methane,.42
1007642,2015,Nitrous Oxide,.042
1007642,2016,Methane,.43
1007921,2010,Biogenic Carbon dioxide,0
1007921,2011,Biogenic Carbon dioxide,0
1007921,2013,Carbon Dioxide,253900.6
1007921,2015,Nitrous Oxide,0
1007866,2010,Methane,0
1008735,2013,Carbon Dioxide,5816
1007620,2010,Biogenic Carbon dioxide,0
1008735,2015,Methane,0
1007620,2011,Nitrous Oxide,0
1007620,2011,Carbon Dioxide,25295
1007620,2012,Methane,0
1007620,2016,Carbon Dioxide,918.9
1007946,2010,Nitrous Oxide,.012
1003580,2015,Nitrous Oxide,0
1003580,2016,Methane,0
1003507,2010,Nitrous Oxide,0
1003507,2011,Methane,0
1003577,2010,Methane,0
1003577,2012,Biogenic Carbon dioxide,0
1003688,2011,Carbon Dioxide,50311.4
1003688,2012,Methane,0
1003688,2012,Nitrous Oxide,0
1003668,2010,Methane,0
1003668,2010,Carbon Dioxide,86119.4
1003668,2012,Nitrous Oxide,0
1003668,2014,Biogenic Carbon dioxide,0
1003669,2014,Nitrous Oxide,0
1003860,2011,Nitrous Oxide,0
1003860,2010,Methane,0
1003965,2010,Biogenic Carbon dioxide,0
1003965,2010,Carbon Dioxide,24583
1003965,2011,Nitrous Oxide,0
1003965,2013,Biogenic Carbon dioxide,0
1003965,2013,Carbon Dioxide,22764.2
1007695,2012,Methane,.33
1007695,2015,Nitrous Oxide,.027
1007946,2016,Carbon Dioxide,108973.7
1007577,2010,Methane,0
1011242,2014,Biogenic Carbon dioxide,0
1011242,2016,Methane,0
1012625,2016,Methane,0
1010766,2016,Biogenic Carbon dioxide,0
1010766,2016,Nitrous Oxide,0
1010925,2010,Biogenic Carbon dioxide,0
1011726,2013,Nitrous Oxide,0
1011726,2014,Nitrous Oxide,0
1010763,2013,Methane,0
1007177,2010,Nitrous Oxide,.049
1005976,2010,Methane,0
1004811,2016,Nitrous Oxide,0
1001834,2014,Methane,.08
1001834,2014,Carbon Dioxide,1378463.8
1002769,2013,Nitrous Oxide,0
1004151,2011,Carbon Dioxide,177026.2
1005276,2016,Biogenic Carbon dioxide,0
1005276,2016,Carbon Dioxide,55870.6
1004811,2013,Carbon Dioxide,59481.5
1005536,2013,Biogenic Carbon dioxide,0
1003962,2015,Methane,.31
1005615,2013,Methane,.02
1005615,2013,Carbon Dioxide,570139.4
1005976,2012,Methane,0
1000124,2014,Methane,0
1001563,2013,Methane,.06
1004036,2012,Biogenic Carbon dioxide,0
1003902,2014,Nitrous Oxide,0
1003902,2014,Carbon Dioxide,62623
1003577,2014,Methane,0
1004458,2014,Carbon Dioxide,867403.3
1004811,2012,Nitrous Oxide,0
1005777,2014,Carbon Dioxide,78064.4
1004811,2010,Methane,0
1003962,2010,Methane,.13
1003962,2014,Nitrous Oxide,1.009
1005615,2014,Biogenic Carbon dioxide,0
1001563,2014,Carbon Dioxide,15746.4
1000418,2011,Biogenic Carbon dioxide,0
1002977,2015,Methane,0
1002977,2015,Nitrous Oxide,0
1006041,2012,Biogenic Carbon dioxide,0
1000159,2014,Nitrous Oxide,.016
1001621,2014,Methane,0
1005276,2015,Methane,0
1005615,2012,Methane,.02
1000177,2011,Carbon Dioxide,314300.5
1004036,2015,Biogenic Carbon dioxide,0
1004036,2015,Nitrous Oxide,0
1004493,2014,Nitrous Oxide,0
1007177,2016,Biogenic Carbon dioxide,0
1000233,2016,Nitrous Oxide,.009
1001563,2011,Nitrous Oxide,.087
1006041,2010,Biogenic Carbon dioxide,0
1005777,2015,Biogenic Carbon dioxide,0
1003052,2010,Carbon Dioxide,17344
1000233,2015,Biogenic Carbon dioxide,0
1001699,2014,Biogenic Carbon dioxide,0
1000233,2014,Nitrous Oxide,.137
1004411,2013,Methane,0
1004411,2013,Carbon Dioxide,73239
1000394,2016,Nitrous Oxide,0
1000394,2016,Carbon Dioxide,9726.1
1000274,2012,Methane,.18
1003962,2011,Methane,.27
1007348,2013,Carbon Dioxide,21655
1003902,2011,Methane,0
1003902,2011,Nitrous Oxide,0
1000330,2010,Biogenic Carbon dioxide,0
1001618,2011,Methane,0
1000399,2012,Carbon Dioxide,631.5
1001103,2011,Carbon Dioxide,31151.3
1002769,2011,Biogenic Carbon dioxide,0
1003577,2011,Nitrous Oxide,0
1004411,2011,Biogenic Carbon dioxide,0
1006159,2011,Biogenic Carbon dioxide,0
1006159,2011,Methane,0
1006972,2012,Biogenic Carbon dioxide,0
1007392,2012,Biogenic Carbon dioxide,0
1006144,2011,Carbon Dioxide,59781
1006708,2012,Biogenic Carbon dioxide,0
1006708,2012,Carbon Dioxide,21905
1005755,2011,Methane,0
1011726,2011,Methane,0
1011726,2011,Nitrous Oxide,0
1000029,2011,Methane,0
1000029,2014,Nitrous Oxide,0
1000235,2014,Biogenic Carbon dioxide,0
1000235,2016,Carbon Dioxide,39
1000235,2010,Methane,.1
1000235,2011,Methane,0
1000235,2011,Carbon Dioxide,3898
1000235,2013,Nitrous Oxide,.03
1000330,2012,Methane,0
1000330,2015,Methane,0
1000330,2016,Biogenic Carbon dioxide,0
1000330,2016,Methane,0
1000394,2015,Methane,0
1000399,2010,Nitrous Oxide,0
1000399,2011,Nitrous Oxide,0
1000399,2014,Carbon Dioxide,743.2
1000399,2016,Carbon Dioxide,632.1
1000714,2010,Methane,0
1000714,2011,Nitrous Oxide,0
1000714,2011,Carbon Dioxide,4313
1000714,2013,Carbon Dioxide,13678
1000714,2016,Carbon Dioxide,35350.1
1000802,2013,Carbon Dioxide,36884.3
1001103,2010,Methane,0
1001103,2010,Nitrous Oxide,0
1001103,2013,Methane,0
1001618,2012,Methane,0
1001618,2016,Carbon Dioxide,0
1001699,2012,Methane,0
1001699,2013,Nitrous Oxide,0
1001669,2012,Biogenic Carbon dioxide,0
1001669,2012,Methane,0
1001669,2014,Methane,0
1001669,2015,Nitrous Oxide,0
1001669,2016,Nitrous Oxide,0
1001673,2010,Nitrous Oxide,0
1001673,2011,Methane,0
1001958,2012,Methane,0
1001958,2013,Biogenic Carbon dioxide,0
1001958,2014,Carbon Dioxide,69.3
1001958,2016,Biogenic Carbon dioxide,0
1002147,2010,Biogenic Carbon dioxide,0
1002147,2015,Carbon Dioxide,157690.1
1002147,2011,Methane,0
1002147,2011,Nitrous Oxide,0
1002147,2012,Biogenic Carbon dioxide,0
1002147,2012,Methane,0
1002147,2013,Biogenic Carbon dioxide,0
1002266,2013,Biogenic Carbon dioxide,0
1002266,2014,Biogenic Carbon dioxide,0
1002266,2015,Nitrous Oxide,.057
1002216,2013,Nitrous Oxide,0
1002216,2016,Nitrous Oxide,0
1002621,2015,Nitrous Oxide,0
1002777,2010,Nitrous Oxide,0
1002768,2010,Nitrous Oxide,0
1002777,2014,Methane,0
1002777,2016,Nitrous Oxide,0
1002768,2013,Nitrous Oxide,0
1002768,2016,Nitrous Oxide,0
1002769,2015,Methane,0
1002903,2010,Methane,0
1002958,2012,Biogenic Carbon dioxide,0
1002958,2015,Biogenic Carbon dioxide,0
1002977,2012,Nitrous Oxide,0
1002977,2013,Methane,0
1002977,2016,Carbon Dioxide,63336.5
1003204,2012,Methane,0
1003052,2012,Nitrous Oxide,0
1003052,2012,Carbon Dioxide,23836.7
1003052,2013,Nitrous Oxide,0
1003052,2014,Biogenic Carbon dioxide,0
1003052,2011,Carbon Dioxide,18937.2
1003268,2012,Biogenic Carbon dioxide,0
1003268,2013,Nitrous Oxide,0
1003268,2014,Methane,0
1003268,2014,Nitrous Oxide,0
1003268,2016,Methane,0
1003268,2016,Nitrous Oxide,0
1003380,2010,Carbon Dioxide,15947.8
1003380,2012,Biogenic Carbon dioxide,0
1003380,2015,Methane,.06
1003474,2014,Methane,0
1003403,2011,Methane,0
1003457,2011,Biogenic Carbon dioxide,0
1003457,2011,Methane,0
1003403,2012,Biogenic Carbon dioxide,0
1003457,2013,Nitrous Oxide,0
1003457,2016,Nitrous Oxide,0
1003580,2010,Carbon Dioxide,22535
1000124,2015,Nitrous Oxide,0
1000156,2015,Carbon Dioxide,1305802.9
1000274,2015,Nitrous Oxide,.72
1006041,2015,Biogenic Carbon dioxide,0
1001834,2015,Methane,.04
1001834,2015,Carbon Dioxide,912257.3
1005976,2015,Methane,0
1002903,2015,Methane,0
1000330,2014,Nitrous Oxide,0
1003093,2015,Nitrous Oxide,.085
1000124,2011,Nitrous Oxide,0
1004811,2015,Biogenic Carbon dioxide,0
1005344,2015,Biogenic Carbon dioxide,0
1005344,2015,Methane,0
1001563,2015,Nitrous Oxide,.048
1005536,2015,Nitrous Oxide,0
1006041,2011,Nitrous Oxide,.35
1000588,2011,Methane,.05
1000588,2011,Nitrous Oxide,.249
1005976,2011,Carbon Dioxide,187596.9
1011242,2015,Methane,0
1011242,2015,Nitrous Oxide,0
1001834,2016,Carbon Dioxide,1225846.8
1001834,2010,Biogenic Carbon dioxide,0
1000124,2010,Biogenic Carbon dioxide,0
1000124,2010,Methane,0
1000274,2010,Methane,.15
1003981,2010,Carbon Dioxide,51856.8
1003981,2013,Biogenic Carbon dioxide,0
1003965,2015,Biogenic Carbon dioxide,0
1003965,2015,Methane,0
1003981,2014,Biogenic Carbon dioxide,0
1004038,2013,Nitrous Oxide,0
1004038,2016,Biogenic Carbon dioxide,0
1004215,2010,Methane,0
1004259,2016,Methane,0
1004616,2010,Methane,0
1004616,2011,Biogenic Carbon dioxide,0
1004616,2011,Carbon Dioxide,316979
1004215,2012,Nitrous Oxide,0
1004509,2010,Nitrous Oxide,0
1004616,2015,Biogenic Carbon dioxide,0
1004215,2013,Nitrous Oxide,0
1004509,2011,Biogenic Carbon dioxide,0
1004509,2011,Methane,0
1004453,2011,Biogenic Carbon dioxide,0
1004453,2012,Carbon Dioxide,26005.7
1004509,2012,Methane,0
1004215,2015,Biogenic Carbon dioxide,0
1004434,2013,Biogenic Carbon dioxide,0
1004434,2014,Biogenic Carbon dioxide,0
1004434,2015,Carbon Dioxide,20737.7
1004453,2013,Biogenic Carbon dioxide,0
1004509,2014,Biogenic Carbon dioxide,0
1004458,2012,Biogenic Carbon dioxide,0
1004509,2015,Carbon Dioxide,361491.7
1004458,2015,Methane,0
1004493,2013,Nitrous Oxide,0
1004458,2016,Biogenic Carbon dioxide,0
1004511,2012,Biogenic Carbon dioxide,0
1004511,2016,Biogenic Carbon dioxide,0
1004511,2016,Methane,.09
1005116,2010,Carbon Dioxide,175963.1
1005144,2015,Methane,0
1005116,2013,Biogenic Carbon dioxide,0
1005025,2015,Methane,.32
1005025,2015,Carbon Dioxide,32390
1005116,2014,Nitrous Oxide,0
1005116,2015,Biogenic Carbon dioxide,0
1005003,2011,Biogenic Carbon dioxide,0
1005190,2014,Carbon Dioxide,63154
1005283,2012,Carbon Dioxide,96421
1005003,2013,Methane,0
1005190,2016,Nitrous Oxide,0
1005283,2016,Methane,0
1005163,2015,Biogenic Carbon dioxide,0
1005163,2015,Carbon Dioxide,166159.2
1005163,2016,Biogenic Carbon dioxide,0
1004152,2011,Nitrous Oxide,0
1004152,2012,Nitrous Oxide,0
1004411,2012,Methane,0
1004411,2012,Nitrous Oxide,0
1004152,2015,Biogenic Carbon dioxide,0
1004411,2015,Methane,0
1005021,2010,Biogenic Carbon dioxide,0
1005021,2010,Methane,0
1005021,2011,Methane,0
1005021,2011,Nitrous Oxide,0
1005303,2011,Carbon Dioxide,66863
1005303,2012,Biogenic Carbon dioxide,0
1005344,2012,Biogenic Carbon dioxide,0
1005021,2015,Biogenic Carbon dioxide,0
1005276,2011,Carbon Dioxide,184854.5
1005344,2013,Carbon Dioxide,64718.4
1004729,2011,Methane,0
1004729,2013,Methane,0
1004729,2014,Biogenic Carbon dioxide,0
1004729,2014,Methane,0
1004729,2016,Methane,0
1005346,2011,Nitrous Oxide,0
1005346,2011,Carbon Dioxide,79495.1
1005346,2012,Biogenic Carbon dioxide,0
1005294,2015,Methane,0
1005346,2015,Methane,0
1005346,2015,Nitrous Oxide,0
1005346,2015,Carbon Dioxide,73180.4
1005294,2016,Nitrous Oxide,0
1005346,2016,Nitrous Oxide,0
1005346,2016,Carbon Dioxide,44503
1005298,2014,Nitrous Oxide,0
1005584,2010,Carbon Dioxide,697968.4
1005602,2014,Methane,0
1005584,2013,Methane,0
1005584,2013,Nitrous Oxide,0
1005602,2015,Biogenic Carbon dioxide,0
1005602,2016,Biogenic Carbon dioxide,0
1005602,2016,Methane,0
1005584,2015,Carbon Dioxide,603174.9
1005515,2010,Methane,0
1005515,2010,Nitrous Oxide,0
1005515,2010,Carbon Dioxide,18928.7
1005515,2011,Biogenic Carbon dioxide,0
1005515,2011,Carbon Dioxide,16997.6
1005515,2012,Methane,0
1005515,2012,Carbon Dioxide,20344
1005515,2015,Biogenic Carbon dioxide,0
1005515,2015,Carbon Dioxide,27230
1005598,2011,Nitrous Oxide,0
1005598,2014,Carbon Dioxide,499998.4
1005598,2016,Biogenic Carbon dioxide,0
1005598,2016,Carbon Dioxide,418320.4
1005423,2012,Biogenic Carbon dioxide,0
1005423,2012,Methane,0
1005423,2013,Methane,0
1005602,2010,Biogenic Carbon dioxide,0
1005832,2014,Methane,.18
1005832,2014,Carbon Dioxide,100978.9
1005832,2015,Methane,.16
1006159,2013,Methane,0
1006159,2016,Methane,0
1005800,2011,Methane,0
1005800,2013,Biogenic Carbon dioxide,0
1005800,2013,Nitrous Oxide,0
1005800,2014,Carbon Dioxide,20307
1005801,2014,Biogenic Carbon dioxide,0
1005801,2015,Biogenic Carbon dioxide,0
1005801,2016,Methane,0
1005801,2016,Carbon Dioxide,5976.7
1006144,2010,Methane,0
1005976,2013,Biogenic Carbon dioxide,0
1005976,2014,Nitrous Oxide,0
1005976,2014,Carbon Dioxide,269747
1005976,2016,Methane,0
1005832,2011,Carbon Dioxide,106292.1
1005755,2010,Carbon Dioxide,29781
1005755,2012,Nitrous Oxide,0
1005700,2010,Carbon Dioxide,181772
1005700,2011,Biogenic Carbon dioxide,0
1005755,2013,Biogenic Carbon dioxide,0
1005755,2013,Methane,0
1005755,2014,Methane,0
1005700,2013,Nitrous Oxide,0
1006269,2010,Methane,0
1006269,2010,Carbon Dioxide,52206.5
1006269,2014,Biogenic Carbon dioxide,0
1006269,2014,Methane,0
1006269,2016,Carbon Dioxide,30978.4
1006341,2011,Methane,.12
1006341,2013,Biogenic Carbon dioxide,0
1006341,2014,Carbon Dioxide,66124
1006325,2013,Biogenic Carbon dioxide,0
1006325,2013,Methane,0
1006436,2012,Nitrous Oxide,0
1006875,2012,Carbon Dioxide,1738
1006875,2013,Methane,.17
1006708,2013,Methane,0
1006708,2015,Biogenic Carbon dioxide,0
1006972,2011,Nitrous Oxide,0
1006972,2014,Carbon Dioxide,7611
1006530,2014,Carbon Dioxide,57312.4
1006875,2010,Biogenic Carbon dioxide,0
1006875,2010,Methane,0
1006875,2010,Nitrous Oxide,0
1006530,2016,Nitrous Oxide,0
1007287,2010,Biogenic Carbon dioxide,0
1007287,2013,Biogenic Carbon dioxide,0
1007287,2015,Biogenic Carbon dioxide,0
1007287,2015,Nitrous Oxide,0
1007287,2016,Nitrous Oxide,0
1007287,2016,Carbon Dioxide,1056679.7
1006585,2010,Carbon Dioxide,8765
1006585,2011,Nitrous Oxide,0
1006585,2011,Carbon Dioxide,8162
1006901,2010,Nitrous Oxide,0
1006901,2011,Carbon Dioxide,59494
1006901,2015,Biogenic Carbon dioxide,0
1006901,2015,Methane,0
1006585,2014,Biogenic Carbon dioxide,0
1006901,2016,Carbon Dioxide,54858.6
1006585,2015,Methane,.03
1006906,2013,Biogenic Carbon dioxide,0
1006906,2015,Biogenic Carbon dioxide,0
1007392,2014,Biogenic Carbon dioxide,0
1007392,2014,Nitrous Oxide,.11
1007348,2010,Biogenic Carbon dioxide,0
1007348,2011,Methane,0
1007348,2012,Biogenic Carbon dioxide,0
1007348,2014,Biogenic Carbon dioxide,0
1007642,2011,Nitrous Oxide,.07
1008263,2010,Biogenic Carbon dioxide,0
1008263,2010,Carbon Dioxide,3672
1007642,2013,Biogenic Carbon dioxide,0
1007642,2014,Methane,.5
1008263,2011,Biogenic Carbon dioxide,0
1008263,2012,Biogenic Carbon dioxide,0
1008263,2012,Methane,0
1008263,2012,Nitrous Oxide,0
1007921,2011,Carbon Dioxide,506402
1007921,2013,Nitrous Oxide,0
1007921,2014,Nitrous Oxide,0
1007921,2015,Biogenic Carbon dioxide,0
1007866,2010,Biogenic Carbon dioxide,0
1007866,2010,Nitrous Oxide,0
1007866,2011,Carbon Dioxide,64824.5
1007866,2016,Carbon Dioxide,41000.1
1007620,2010,Methane,0
1008735,2015,Carbon Dioxide,5335.7
1008735,2016,Methane,0
1007620,2011,Methane,0
1007620,2015,Methane,0
1007620,2015,Nitrous Oxide,0
1003580,2016,Biogenic Carbon dioxide,0
1003580,2016,Carbon Dioxide,18732.8
1003507,2013,Biogenic Carbon dioxide,0
1003507,2014,Biogenic Carbon dioxide,0
1003507,2016,Methane,0
1003688,2010,Nitrous Oxide,0
1003688,2013,Biogenic Carbon dioxide,0
1003688,2014,Biogenic Carbon dioxide,0
1003668,2010,Nitrous Oxide,0
1003668,2012,Methane,0
1003668,2015,Nitrous Oxide,0
1003668,2016,Carbon Dioxide,42083
1003669,2012,Carbon Dioxide,229276
1003669,2013,Nitrous Oxide,0
1003799,2013,Methane,0
1003799,2014,Nitrous Oxide,0
1003860,2013,Methane,0
1003860,2013,Nitrous Oxide,0
1003860,2015,Nitrous Oxide,0
1003860,2016,Nitrous Oxide,0
1003860,2016,Carbon Dioxide,77196.8
1003860,2010,Biogenic Carbon dioxide,0
1003962,2016,Biogenic Carbon dioxide,0
1003965,2012,Methane,0
1003981,2010,Biogenic Carbon dioxide,0
1007946,2011,Carbon Dioxide,90079.6
1007695,2011,Methane,.28
1007946,2012,Methane,.12
1007695,2013,Biogenic Carbon dioxide,0
1007695,2013,Nitrous Oxide,.033
1007577,2011,Biogenic Carbon dioxide,0
1007577,2013,Biogenic Carbon dioxide,0
1011242,2013,Biogenic Carbon dioxide,0
1011242,2014,Nitrous Oxide,0
1011242,2016,Biogenic Carbon dioxide,0
1010766,2015,Biogenic Carbon dioxide,0
1010766,2015,Nitrous Oxide,0
1010925,2010,Carbon Dioxide,4052.6
1011726,2015,Biogenic Carbon dioxide,0
1010925,2013,Biogenic Carbon dioxide,0
1010763,2013,Nitrous Oxide,0
1010763,2016,Biogenic Carbon dioxide,0
1010763,2016,Methane,0
1000156,2010,Carbon Dioxide,2072627.5
1007177,2010,Biogenic Carbon dioxide,0
1005976,2010,Nitrous Oxide,0
1000233,2010,Biogenic Carbon dioxide,0
1004811,2016,Carbon Dioxide,36942.7
1005025,2016,Nitrous Oxide,.06
1001563,2016,Biogenic Carbon dioxide,0
1002769,2013,Methane,0
1004036,2014,Nitrous Oxide,0
1003902,2013,Methane,0
1005777,2013,Biogenic Carbon dioxide,0
1005777,2013,Methane,.17
1005777,2013,Nitrous Oxide,.017
1005276,2016,Nitrous Oxide,0
1004036,2011,Biogenic Carbon dioxide,0
1005777,2011,Nitrous Oxide,0
1005536,2011,Methane,0
1000156,2012,Methane,.2
1005615,2013,Biogenic Carbon dioxide,0
1002147,2014,Nitrous Oxide,0
1001563,2013,Nitrous Oxide,.013
1004458,2010,Nitrous Oxide,0
1001563,2012,Biogenic Carbon dioxide,0
1005536,2012,Biogenic Carbon dioxide,0
1005536,2012,Methane,0
1004811,2012,Carbon Dioxide,62385.1
1005615,2010,Biogenic Carbon dioxide,0
1001563,2010,Biogenic Carbon dioxide,0
1006436,2010,Methane,0
1006436,2010,Nitrous Oxide,0
1005614,2010,Nitrous Oxide,.034
1003962,2014,Methane,.35
1004453,2014,Carbon Dioxide,11125.4
1000418,2011,Nitrous Oxide,.507
1000418,2014,Carbon Dioxide,2068366
1000159,2014,Biogenic Carbon dioxide,0
1000159,2014,Methane,0
1006041,2014,Biogenic Carbon dioxide,0
1001621,2014,Biogenic Carbon dioxide,0
1000553,2011,Carbon Dioxide,414322.8
1000418,2016,Carbon Dioxide,1529464.8
1000233,2011,Methane,.01
1005190,2015,Nitrous Oxide,0
1004453,2015,Methane,0
1004453,2015,Nitrous Oxide,0
1000177,2011,Biogenic Carbon dioxide,0
1005536,2016,Nitrous Oxide,0
1005536,2016,Carbon Dioxide,7638.6
1004493,2014,Biogenic Carbon dioxide,0
1005800,2015,Carbon Dioxide,16383.6
1001563,2011,Biogenic Carbon dioxide,0
1004036,2016,Nitrous Oxide,0
1006041,2010,Carbon Dioxide,1410085.7
1005003,2015,Biogenic Carbon dioxide,0
1000588,2015,Nitrous Oxide,.188
1000233,2014,Methane,.03
1004036,2013,Carbon Dioxide,12719.8
1000588,2016,Carbon Dioxide,784438.8
1006041,2013,Nitrous Oxide,.403
1006041,2013,Carbon Dioxide,1299929.8
1000418,2012,Methane,.3
1000418,2012,Nitrous Oxide,.341
1007348,2013,Biogenic Carbon dioxide,0
1007348,2013,Methane,0
1005536,2010,Biogenic Carbon dioxide,0
1007620,2014,Methane,0
1007620,2014,Nitrous Oxide,0
1001834,2012,Biogenic Carbon dioxide,0
1000124,2012,Biogenic Carbon dioxide,0
1000124,2012,Carbon Dioxide,31917.9
1008735,2012,Methane,0
1008735,2012,Nitrous Oxide,0
1000330,2011,Biogenic Carbon dioxide,0
1002769,2011,Carbon Dioxide,2853.9
1003093,2011,Methane,0
1003093,2011,Carbon Dioxide,46211.7
1003577,2011,Carbon Dioxide,8973
1004434,2012,Methane,0
1004434,2012,Nitrous Oxide,0
1004411,2011,Nitrous Oxide,0
1005163,2011,Carbon Dioxide,173391.9
1005298,2011,Biogenic Carbon dioxide,0
1005298,2011,Carbon Dioxide,21110
1007392,2012,Methane,.6
1007392,2012,Carbon Dioxide,100071
1006708,2012,Methane,0
1000029,2011,Biogenic Carbon dioxide,0
1000029,2015,Methane,0
1000235,2014,Nitrous Oxide,.004
1000235,2015,Nitrous Oxide,.025
1000235,2013,Methane,.1
1000330,2015,Carbon Dioxide,31809.7
1000394,2010,Methane,0
1000394,2010,Nitrous Oxide,0
1000394,2011,Carbon Dioxide,11956
1000394,2012,Methane,0
1000394,2013,Carbon Dioxide,9886
1000394,2014,Methane,0
1000399,2011,Biogenic Carbon dioxide,0
1000588,2010,Nitrous Oxide,.054
1000714,2014,Nitrous Oxide,0
1000802,2013,Methane,.39
1000802,2010,Methane,.14
1000802,2012,Methane,.18
1000802,2012,Nitrous Oxide,.038
1000802,2014,Biogenic Carbon dioxide,0
1000802,2016,Carbon Dioxide,2751.2
1001103,2013,Biogenic Carbon dioxide,0
1001103,2016,Nitrous Oxide,0
1001618,2012,Nitrous Oxide,0
1001621,2013,Nitrous Oxide,0
1001673,2016,Methane,0
1001699,2011,Biogenic Carbon dioxide,0
1001699,2013,Methane,0
1001669,2010,Biogenic Carbon dioxide,0
1001669,2010,Methane,0
1001669,2010,Nitrous Oxide,0
1001669,2011,Nitrous Oxide,0
1001669,2015,Carbon Dioxide,18528.1
1001669,2016,Carbon Dioxide,17514.6
1001673,2011,Biogenic Carbon dioxide,0
1001673,2013,Nitrous Oxide,0
1001958,2013,Carbon Dioxide,69.2
1002147,2016,Biogenic Carbon dioxide,0
1002266,2010,Nitrous Oxide,.063
1002266,2011,Biogenic Carbon dioxide,0
1002216,2012,Carbon Dioxide,29247
1002216,2016,Methane,0
1002714,2015,Carbon Dioxide,1418.1
1002621,2012,Biogenic Carbon dioxide,0
1002621,2012,Nitrous Oxide,0
1002621,2014,Biogenic Carbon dioxide,0
1002621,2015,Methane,0
1002777,2010,Carbon Dioxide,1076672.5
1002777,2011,Nitrous Oxide,0
1002777,2011,Carbon Dioxide,800897
1002777,2012,Nitrous Oxide,0
1002777,2012,Carbon Dioxide,798710.7
1002777,2014,Carbon Dioxide,941592.8
1002777,2015,Methane,0
1002768,2013,Carbon Dioxide,77196.1
1002768,2014,Biogenic Carbon dioxide,0
1002768,2015,Carbon Dioxide,18443.8
1002769,2010,Carbon Dioxide,2245
1002769,2014,Carbon Dioxide,1642.8
1002769,2015,Biogenic Carbon dioxide,0
1002903,2012,Biogenic Carbon dioxide,0
1002903,2013,Methane,0
1002903,2013,Nitrous Oxide,0
1002958,2012,Carbon Dioxide,198347
1002958,2013,Nitrous Oxide,0
1002977,2010,Nitrous Oxide,0
1002958,2016,Nitrous Oxide,0
1002958,2016,Carbon Dioxide,219977.3
1002977,2012,Methane,0
1003204,2010,Nitrous Oxide,0
1003204,2010,Carbon Dioxide,579772
1003204,2013,Biogenic Carbon dioxide,0
1003204,2016,Methane,0
1003093,2013,Nitrous Oxide,.126
1003093,2013,Carbon Dioxide,58049.8
1003052,2013,Biogenic Carbon dioxide,0
1003052,2011,Biogenic Carbon dioxide,0
1003268,2010,Biogenic Carbon dioxide,0
1003268,2010,Carbon Dioxide,10125.6
1003268,2013,Biogenic Carbon dioxide,0
1003380,2010,Methane,.14
1003474,2011,Biogenic Carbon dioxide,0
1003474,2014,Biogenic Carbon dioxide,0
1003403,2011,Biogenic Carbon dioxide,0
1003457,2010,Methane,0
1003457,2013,Carbon Dioxide,152658.3
1003403,2014,Nitrous Oxide,0
1003403,2015,Methane,0
1003457,2015,Carbon Dioxide,155618.5
1003577,2016,Methane,0
1003580,2011,Carbon Dioxide,30637
1000156,2015,Methane,.01
1000274,2015,Carbon Dioxide,1382690.3
1001834,2015,Biogenic Carbon dioxide,0
1000588,2012,Methane,.07
1005976,2015,Nitrous Oxide,0
1006041,2016,Nitrous Oxide,0
1006041,2016,Carbon Dioxide,0
